id,SMILES,flagged,category_1,category_2,category_3
86,C=C(C)C(=O)OC,False,ester,,
88,C=C(C)C(=O)OCC,False,ester,,
92,C=C(C)C(=O)OCCCC,False,ester,,
93,C=C(C)C(=O)OCCCCCCC,False,ester,,
95,C=C(C)C(=O)OCCO,False,ester,alcohol,
97,C=C(C)C(=O)OCc1ccccc1,False,aromatic_ring,,
99,C=C(C)C(C)=O,False,ketone,,
101,C=C(C)C(C)CCC,False,alkene,,
103,C=C(C)C=O,False,aldehyde,,
106,C=C(C)CCC(=C)C,False,alkene,,
108,C=C(C)CCCCC,False,alkene,,
110,C=C(C)CCCCCCC,False,alkene,,
113,C=C(C)[C@@H]1CC=C(C)CC1,False,alkene,cyclic,
114,C=C(C)[C@H]1CC=C(C)CC1,False,alkene,cyclic,
115,C=C(C)c1ccccc1,False,aromatic_ring,,
119,C=C(CC)c1ccccc1,False,aromatic_ring,,
121,C=C(Cl)Cl,False,aromatic_halide,alkenyl halide,
122,C=C(OC)C(C)=O,False,ketone,,
127,C=C1CCC2CC1C2(C)C,False,alkene,cyclic,
132,C=CC#N,False,cyanogen,,
135,C=CC(=O)OC,False,ester,,
136,C=CC(=O)OC(C)(C)C,False,ester,,
137,C=CC(=O)OC(C)C,False,ester,,
139,C=CC(=O)OCC,False,ester,,
140,C=CC(=O)OCC(C)C,False,ester,,
144,C=CC(=O)OCCCC,False,ester,,
148,C=CC(C)(C)C,False,alkene,,
149,C=CC(C)(O)CCC=C(C)C,False,alkene,alcohol,
152,C=CC(C)CC,False,alkene,,
158,C=CC(Cl)CCl,False,alkyl_halide,,
159,C=CC(O)C#N,False,cyanogen,,
163,C=CC1CCCCC1,False,cyclic_hydrocarbon,,
171,C=CCC=CC,False,alkene,,
172,C=CCCC(C)=O,False,ketone,,
174,C=CCCCC,False,alkene,,
175,C=CCCCC(C)C,False,alkene,,
181,C=CCCCCCCCCCCCCC,False,alkene,,
184,C=CCN=C=S,False,tertiary_amine,,
186,C=CCO,False,alkene,alcohol,
188,C=CCOC(=O)C(=C)C,False,ester,,
194,C=CN1CCCC1=O,False,amide,,
197,C=COC(C)=O,False,ester,,
200,C=COCCCC,False,ether,,
201,C=C[Si](C)(Cl)Cl,False,organosilicon halide,,
203,C=C[Si](OC)(OC)OC,False,organosiloxane,,
205,C=Cc1ccc(C(=C)C)cc1,False,alkene,aromatic,
213,C=Cc1ccccc1,False,aromatic_ring,,
214,C=Cc1ccccc1C,False,aromatic_ring,,
215,C=Cc1ccccc1CC,False,aromatic_ring,,
216,CC#CC,False,alkyne,,
217,CC#CCC,False,alkyne,,
218,CC#CCCC,False,alkyne,,
219,CC#N,False,cyanogen,,
224,CC(=O)C1CCCCC1,False,ketone,,
225,CC(=O)C=C(C)C,False,ketone,,
226,CC(=O)C=O,False,aldehyde,,
227,CC(=O)CC(C)(C)O,False,ketone,,
228,CC(=O)CC(C)=O,False,ketone,,
229,CC(=O)CC(C)C,False,ketone,,
232,CC(=O)N(C)C,False,amide,,
233,CC(=O)O,False,carboxylic_acid,,
234,CC(=O)OC(C)(C)C,False,ester,,
235,CC(=O)OC(C)=O,False,ester,,
236,CC(=O)OC(C)C,False,ester,,
238,CC(=O)OC1CCCCC1,False,ester,,
239,CC(=O)OCC(C)C,False,ester,,
240,CC(=O)OCCC(C)C,False,ester,,
241,CC(=O)OCCC1CCCCC1,False,ester,,
243,CC(=O)OCc1ccccc1,False,aromatic_ring,ester,
246,CC(=O)c1ccc(C)cc1,False,ketone,,
247,CC(=O)c1ccccc1,False,ketone,,
249,CC(Br)Br,False,alkyl_halide,,
252,CC(C)(C)Br,False,alkyl_halide,,
253,CC(C)(C)C1CCCCC1,False,cyclic_hydrocarbon,,
257,CC(C)(C)CCCCCCCCS,False,thiol,,
258,CC(C)(C)Cl,False,alkyl_halide,,
259,CC(C)(C)N,False,primary_amine,,
262,CC(C)(C)OCC(O)CO,False,alcohol_2,,
264,CC(C)(C)S,False,thiol,,
267,CC(C)(C)c1ccccc1,False,aromatic_ring,,
270,CC(C)=CC(=O)C=C(C)C,False,ketone,,
273,CC(C)=O,False,ketone,,
274,CC(C)Br,False,alkyl_halide,,
275,CC(C)C#N,False,cyanogen,,
277,CC(C)C(=O)O,False,carboxylic_acid,,
283,CC(C)C(C)C,False,alkane,,
284,CC(C)C(C)C(C)(C)C,False,alkane,,
286,CC(C)C(C)O,False,alcohol_1,,
288,CC(C)C1CCCCC1,False,cyclic_hydrocarbon,,
289,CC(C)C=O,False,aldehyde,,
290,CC(C)CC(=O)CC(C)C,False,ketone,,
292,CC(C)CC(=O)O,False,carboxylic_acid,,
293,CC(C)CC(C)(C)C,False,alkane,,
294,CC(C)CC(C)C,False,alkane,,
295,CC(C)CC(C)O,False,alcohol_1,,
298,CC(C)CC1CCCCC1,False,cyclic_hydrocarbon,,
300,CC(C)CCC(C)(C)C,False,alkane,,
301,CC(C)CCC(C)C,False,alkane,,
303,CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C,False,alkane,,
305,CC(C)CCCCCCCO,False,alcohol_1,,
307,CC(C)CCO,False,alcohol_1,,
309,CC(C)CCOC=O,False,ether,,
310,CC(C)CCOP(=O)(OCCC(C)C)OCCC(C)C,False,organophosphate,,
312,CC(C)CCl,False,alkyl_halide,,
313,CC(C)CN,False,primary_amine,,
315,CC(C)CO,False,alcohol_1,,
319,CC(C)COC(C)C,False,ether,,
321,CC(C)COCC(C)C,False,ether,,
326,CC(C)Cc1ccccc1,False,aromatic_ring,,
329,CC(C)NC(C)C,False,secondary_amine,,
330,CC(C)O,False,alcohol_1,,
331,CC(C)OC(C)C,False,ether,,
333,CC(C)OCCO,False,alcohol_1,,
335,CC(C)SC(C)C,False,thioether,,
336,CC(C)[N+](=O)[O-],False,nitro,,
337,CC(C)c1cc(C(C)C)cc(C(C)C)c1,False,aromatic,,
338,CC(C)c1ccc(C(C)C)cc1,False,aromatic,,
340,CC(C)c1ccccc1,False,aromatic_ring,,
341,CC(C=O)CO,False,aldehyde,,
342,CC(CC(C)(C)C)CC(C)(C)CC(C)(C)C,False,alkane,,
343,CC(CCO)CC(C)(C)C,False,alcohol_1,,
347,CC(COC(C)(C)C)OCC(C)OC(C)(C)C,False,ether,,
348,CC(Cl)(Cl)Cl,False,alkyl_halide,,
349,CC(Cl)C(C)Cl,False,alkyl_halide,,
353,CC(F)(F)CC(C)(F)F,False,alkyl_halide,,
354,CC(F)(F)CC(F)(F)F,False,alkyl_halide,,
355,CC(N)CN,False,primary_amine,,
356,CC(O)=S,False,thio acid,,
357,CC(O)C#N,False,cyanogen,,
358,CC(O)C(C)O,False,alcohol_2,,
361,CC(O)CCO,False,alcohol_2,,
362,CC(O)CCl,False,alkyl_halide,,
363,CC(O)CN,False,primary_amine,,
364,CC(O)CN(C)C,False,tertiary_amine,,
365,CC(O)CO,False,alcohol_2,,
369,CC(O)COC(C)COC(C)CO,False,alcohol_2,,
373,CC(O)COCC(C)OC(C)(C)C,False,alcohol_1,,
375,CC(O)Cc1ccccc1,False,aromatic_ring,alcohol,
376,CC(OC=O)c1ccccc1,False,aromatic_ring,formate ester,
378,CC/C(C)=N/O,False,oxime,hydroxylamine,
381,CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)OC,False,ester,,
383,CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)OCC(COC(=O)CCCCCCC/C=C\C/C=C\C/C=C\CC)OC(=O)CCCCCCC/C=C\C/C=C\C/C=C\CC,False,ester,,
387,CC/C=C\CCO,False,alkene,,
388,CC/C=C\CCOC(C)=O,False,ester,,
389,CC/C=C\CCOC=O,False,ether,,
392,CC1(C)OCC(CO)O1,False,ether,,
394,CC1=CC=C(C(C)C)CC1,False,cyclic_hydrocarbon,,
396,CC1=CCC(=C(C)C)CC1,False,cyclic_hydrocarbon,,
397,CC1=CCC(C(C)C)=CC1,False,cyclic_hydrocarbon,,
399,CC1=CCC2CC1C2(C)C,False,alkene,cyclic,
401,CC1=CCCCC1,False,cyclic_hydrocarbon,,
402,CC1C=CCC1,False,cyclic_hydrocarbon,,
406,CC1CCC(=O)O1,False,ester,,
410,CC1CCC(C)O1,False,ether,,
411,CC1CCCC(C)(C)C1,False,cyclic_hydrocarbon,,
413,CC1CCCC1,False,cyclic_hydrocarbon,,
416,CC1CCCCC1,False,cyclic_hydrocarbon,,
417,CC1CCCCC1=O,False,ketone,,
419,CC1CCCCC1O,False,cyclic alkane,alcohol,
420,CC1CCCO1,False,ether,,
421,CC1CCCS1,False,thioether,,
426,CC1COC(=O)O1,False,ether,,
428,CC=C=CC,False,alkene,,
429,CC=CC(=O)OCC,False,ester,,
430,CC=CCCc1ccccc1C,False,aromatic_ring,,
435,CCC#N,False,cyanogen,,
437,CCC(=O)CC,False,ketone,,
439,CCC(=O)N(CC)CC,False,amide,,
440,CCC(=O)O,False,carboxylic_acid,,
441,CCC(=O)OC,False,ester,,
443,CCC(=O)OC(C)COC,False,ester,,
444,CCC(=O)c1ccccc1,False,ketone,,
446,CCC(C)(C)C,False,alkane,,
449,CCC(C)(C)C(C)C,False,alkane,,
453,CCC(C)(C)O,False,alcohol_1,,
454,CCC(C)(C)OC,False,ether,,
457,CCC(C)(O)CC,False,alcohol_1,,
458,CCC(C)=O,False,ketone,,
459,CCC(C)Br,False,alkyl_halide,,
462,CCC(C)C(C)C,False,alkane,,
464,CCC(C)C1CCCCC1,False,cyclic_hydrocarbon,,
465,CCC(C)C=O,False,aldehyde,,
471,CCC(C)CO,False,alcohol_1,,
472,CCC(C)Cl,False,alkyl_halide,,
473,CCC(C)N,False,primary_amine,,
474,CCC(C)O,False,alcohol_1,,
475,CCC(C)OC,False,ether,,
481,CCC(C)c1ccccc1,False,aromatic_ring,,
487,CCC(CC)CO,False,alcohol_1,,
488,CCC(Cl)CCl,False,alkyl_halide,,
490,CCC(O)C(C)CO,False,alcohol_2,,
491,CCC(O)CC,False,alcohol_1,,
492,CCC(O)CO,False,alcohol_2,,
493,CCC/C=C/CCC,False,alkene,,
494,CCC/C=C/COC(C)=O,False,ester,,
495,CCC/C=C\CCC,False,alkene,,
497,CCC1=CCCCC1,False,cyclic_hydrocarbon,,
498,CCC1CCC(CC)CC1,False,cyclic_hydrocarbon,,
501,CCC1CCCCC1,False,cyclic_hydrocarbon,,
502,CCC1CCCS1,False,thioether,,
505,CCC=C(C)C=O,False,aldehyde,,
507,CCC=O,False,aldehyde,,
508,CCCBr,False,alkyl_halide,,
509,CCCC(=O)CC,False,ketone,,
510,CCCC(=O)O,False,carboxylic_acid,,
511,CCCC(=O)OC,False,ester,,
513,CCCC(=O)OCC,False,ester,,
514,CCCC(=O)OCC(COC(=O)CCC)OC(=O)CCC,False,ester,,
515,CCCC(=O)OCCC(C)C,False,ester,,
516,CCCC(C)(C)C,False,alkane,,
518,CCCC(C)(C)C(C)(C)C,False,alkane,,
519,CCCC(C)(C)O,False,alcohol_1,,
520,CCCC(C)=O,False,ketone,,
521,CCCC(C)C,False,alkane,,
523,CCCC(C)CC(C)(C)C,False,alkane,,
525,CCCC(C)CC=O,False,aldehyde,,
526,CCCC(C)CCC,False,alkane,,
527,CCCC(C)CCC(C)C,False,alkane,,
528,CCCC(C)CO,False,alcohol_1,,
529,CCCC(C)O,False,alcohol_1,,
532,CCCC(O)CC,False,alcohol_1,,
534,CCCC1CCCCC1,False,cyclic_hydrocarbon,,
536,CCCCC,False,alkane,,
537,CCCCC(=O)CC,False,ketone,,
539,CCCCC(=O)O,False,carboxylic_acid,,
541,CCCCC(=O)OCC,False,ester,,
542,CCCCC(C)(C)C,False,alkane,,
543,CCCCC(C)=O,False,ketone,,
544,CCCCC(C)C,False,alkane,,
549,CCCCC(C)CC(C)C,False,alkane,,
551,CCCCC(C)CCC,False,alkane,,
554,CCCCC(C)CO,False,alcohol_1,,
555,CCCCC(C)O,False,alcohol_1,,
561,CCCCC(CC)CO,False,alcohol_1,,
562,CCCCC(CC)COC(=O)/C=C\C(=O)OCC(CC)CCCC,False,ester,,
564,CCCCC(CC)COC(=O)CCCCC(=O)OCC(CC)CCCC,False,ester,,
565,CCCCC(CC)COC(=O)CCCCCCCCC(=O)OCC(CC)CCCC,False,ester,,
566,CCCCC(CC)COC(=O)c1ccccc1,False,aromatic_ring,ester,
568,CCCCC(CC)COC(C)=O,False,ester,,
570,CCCCC(CC)COP(=O)(O)OCC(CC)CCCC,False,organophosphate,,
576,CCCCC1CCCCC1,False,cyclic_hydrocarbon,,
577,CCCCCBr,False,alkyl_halide,,
578,CCCCCC,False,alkane,,
579,CCCCCC#N,False,cyanogen,,
582,CCCCCC(=O)O,False,carboxylic_acid,,
584,CCCCCC(=O)OCC,False,ester,,
585,CCCCCC(=O)OCC(COC(=O)CCCCC)OC(=O)CCCCC,False,ester,,
588,CCCCCC(C)C,False,alkane,,
589,CCCCCC(C)C(C)C,False,alkane,,
590,CCCCCC(C)C=O,False,aldehyde,,
591,CCCCCC(C)CC,False,alkane,,
593,CCCCCC(C)CO,False,alcohol_1,,
594,CCCCCC(C)O,False,alcohol_1,,
595,CCCCCC/C=C\CCCCCCCC(=O)OC,False,ester,,
596,CCCCCC1CCCCC1,False,cyclic_hydrocarbon,,
597,CCCCCC=O,False,aldehyde,,
598,CCCCCCBr,False,alkyl_halide,,
599,CCCCCCC,False,alkane,,
601,CCCCCCC(=O)O,False,carboxylic_acid,,
602,CCCCCCC(=O)OC,False,ester,,
614,CCCCCCC(C)O,False,alcohol_1,,
616,CCCCCCC1CCCCC1,False,cyclic_hydrocarbon,,
617,CCCCCCCBr,False,alkyl_halide,,
618,CCCCCCCC,False,alkane,,
619,CCCCCCCC(=O)OC,False,ester,,
620,CCCCCCCC(=O)OC(C)CCCCCC,False,ester,,
621,CCCCCCCC(=O)OCC,False,ester,,
622,CCCCCCCC(=O)OCC(COC(=O)CCCCCCC)OC(=O)CCCCCCC,False,ester,,
624,CCCCCCCC(C)C,False,alkane,,
628,CCCCCCCC(C)O,False,alcohol_1,,
630,CCCCCCCC/C=C\CCCCCCCC(=O)O,False,carboxylic_acid,,
632,CCCCCCCC1CCCCC1,False,cyclic_hydrocarbon,,
633,CCCCCCCC=O,False,aldehyde,,
634,CCCCCCCCBr,False,alkyl_halide,,
635,CCCCCCCCC,False,alkane,,
638,CCCCCCCCC(=O)OCCCC,False,ester,,
639,CCCCCCCCC(C)C,False,alkane,,
641,CCCCCCCCC(C)CC,False,alkane,,
642,CCCCCCCCC1CCCCC1,False,cyclic_hydrocarbon,,
643,CCCCCCCCC=O,False,aldehyde,,
644,CCCCCCCCCBr,False,alkyl_halide,,
645,CCCCCCCCCC,False,alkane,,
646,CCCCCCCCCC(=O)OC,False,ester,,
647,CCCCCCCCCC(=O)OCC,False,ester,,
648,CCCCCCCCCC(C)C,False,alkane,,
653,CCCCCCCCCC(C)OC(=O)CCCC,False,ester,,
654,CCCCCCCCCC(C)OC(=O)CCCCCC,False,ester,,
655,CCCCCCCCCC(C)OC(=O)CCCCCCCC,False,ester,,
656,CCCCCCCCCC(CC)CC,False,alkane,,
657,CCCCCCCCCC1CCCCC1,False,cyclic_hydrocarbon,,
658,CCCCCCCCCC=O,False,aldehyde,,
659,CCCCCCCCCCC,False,alkane,,
660,CCCCCCCCCCC(=O)OC(C)CCCC,False,ester,,
664,CCCCCCCCCCC(C)C,False,alkane,,
665,CCCCCCCCCCC(C)CC,False,alkane,,
666,CCCCCCCCCCC1CCCCC1,False,cyclic_hydrocarbon,,
667,CCCCCCCCCCCC,False,alkane,,
668,CCCCCCCCCCCC(=O)OC,False,ester,,
669,CCCCCCCCCCCC(=O)OC(C)CCCC,False,ester,,
672,CCCCCCCCCCCC(=O)OCC,False,ester,,
673,CCCCCCCCCCCC(C)C,False,alkane,,
675,CCCCCCCCCCCCC1CCCCC1,False,cyclic_hydrocarbon,,
676,CCCCCCCCCCCCCC,False,alkane,,
677,CCCCCCCCCCCCCC(=O)OC,False,ester,,
678,CCCCCCCCCCCCCCC,False,alkane,,
679,CCCCCCCCCCCCCCCC,False,alkane,,
680,CCCCCCCCCCCCCCCCC,False,alkane,,
683,CCCCCCCCCCCCCc1ccccc1,False,aromatic_ring,,
684,CCCCCCCCCCCCc1ccccc1,False,aromatic_ring,,
685,CCCCCCCCCCCO,False,alcohol_1,,
688,CCCCCCCCCCN,False,primary_amine,,
689,CCCCCCCCCCO,False,alcohol_1,,
690,CCCCCCCCCCOC(C)=O,False,ester,,
694,CCCCCCCCCN,False,primary_amine,,
695,CCCCCCCCCO,False,alcohol_1,,
697,CCCCCCCCCOC=O,False,ether,,
698,CCCCCCCCCS,False,thiol,,
699,CCCCCCCCCc1ccccc1,False,aromatic_ring,,
700,CCCCCCCCN,False,primary_amine,,
701,CCCCCCCCO,False,alcohol_1,,
705,CCCCCCCCOC=O,False,ether,,
709,CCCCCCCCc1ccccc1,False,aromatic_ring,,
710,CCCCCCCCl,False,alkyl_halide,,
711,CCCCCCCN,False,primary_amine,,
712,CCCCCCCO,False,alcohol_1,,
713,CCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCC,False,aromatic_ring,diester,
717,CCCCCCCc1ccccc1,False,aromatic_ring,,
718,CCCCCCCl,False,alkyl_halide,,
720,CCCCCCN,False,primary_amine,,
721,CCCCCCO,False,alcohol_1,,
724,CCCCCCOC(=O)CCCCCCCCC(=O)OCCCCCC,False,ester,,
727,CCCCCCOC(C)=O,False,ester,,
728,CCCCCCOC=O,False,ether,,
732,CCCCCCOCCOCCO,False,alcohol_1,,
733,CCCCCCOCCOCCOCCO,False,alcohol_1,,
736,CCCCCCc1ccccc1,False,aromatic_ring,,
737,CCCCCCl,False,alkyl_halide,,
738,CCCCCN,False,primary_amine,,
741,CCCCCO,False,alcohol_1,,
743,CCCCCOC(=O)CC(CC(=O)OCCCCC)C(=O)OCCCCC,False,ester,,
744,CCCCCOC(=O)CCCCCC(=O)OCCCCC,False,ester,,
745,CCCCCOC(C)=O,False,ester,,
754,CCCCCl,False,alkyl_halide,,
756,CCCCN,False,primary_amine,,
758,CCCCN(CCC#N)CCCC,False,cyanogen,,
759,CCCCN(CCCC)CCCC,False,tertiary_amine,,
760,CCCCN(CCO)CCCC,False,tertiary_amine,,
761,CCCCN(CCO)CCO,False,tertiary_amine,,
762,CCCCN=C=O,False,isocyanate,,
763,CCCCNCCCC,False,secondary_amine,,
764,CCCCNCCO,False,secondary_amine,alcohol,
765,CCCCO,False,alcohol_1,,
769,CCCCOC(=O)C(C)O,False,ester,,
774,CCCCOC(=O)CCCC,False,ester,,
776,CCCCOC(=O)c1ccccc1C(=O)OCCCC,False,aromatic_ring,diester,
777,CCCCOC(C)=O,False,ester,,
779,CCCCOC(C)OCCCC,False,ether,,
781,CCCCOCC,False,ether,,
782,CCCCOCC(C)O,False,alcohol_1,,
783,CCCCOCC(C)OCC(C)O,False,alcohol_1,,
784,CCCCOCCCC,False,ether,,
785,CCCCOCCCOCCCO,False,alcohol_1,,
786,CCCCOCCO,False,alcohol_1,,
787,CCCCOCCOC(C)=O,False,ester,,
788,CCCCOCCOCCO,False,alcohol_1,,
790,CCCCOCCOCCOCCCC,False,ether,,
791,CCCCOCCOCCOCCO,False,alcohol_1,,
793,CCCCOP(=O)(OCCCC)OCCCC,False,organophosphate,,
796,CCCCSCCCC,False,thioether,,
799,CCCCc1ccccc1,False,aromatic_ring,,
802,CCCN(CCC)C(C)=O,False,amide,,
803,CCCNCCC,False,secondary_amine,,
804,CCCO,False,alcohol_1,,
808,CCCOC(=O)CC,False,ester,,
810,CCCOC(=O)CCC,False,ester,,
812,CCCOC(=O)c1ccccc1,False,aromatic_ring,ester,
814,CCCOC(C)=O,False,ester,,
815,CCCOC=O,False,ether,,
817,CCCOCC(C)O,False,alcohol_1,,
818,CCCOCC(C)OCC(C)O,False,alcohol_1,,
819,CCCOCCO,False,alcohol_1,,
824,CCCS,False,thiol,,
826,CCCSC,False,thioether,,
828,CCCSCCC,False,thioether,,
829,CCCSSCC,False,disulfide,,
830,CCCSSCCC,False,disulfide,,
832,CCCc1ccc(C)cc1,False,aromatic,,
836,CCCc1ccccc1,False,aromatic_ring,,
837,CCCc1ccccc1C,False,aromatic_ring,,
839,CCI,False,alkyl_halide,,
841,CCN(C=O)CC,False,amide,,
842,CCN(CC)CCO,False,tertiary_amine,,
843,CCN(CC)c1ccccc1,False,tertiary_amine,,
844,CCN(CCO)CCO,False,tertiary_amine,,
845,CCN1CCCC1=O,False,amide,,
847,CCNCC,False,secondary_amine,,
848,CCNCCO,False,secondary_amine,alcohol,
849,CCNc1ccccc1,False,secondary_amine,,
850,CCO,False,alcohol_1,,
851,CCOC(=O)C(=O)OCC,False,ester,,
852,CCOC(=O)C(C)O,False,ester,,
853,CCOC(=O)CC,False,ester,,
854,CCOC(=O)CC#N,False,cyanogen,,
855,CCOC(=O)CC(=O)OCC,False,ester,,
856,CCOC(=O)CCC(=O)OCC,False,ester,,
857,CCOC(=O)CCl,False,ester,alkyl halide,
858,CCOC(=O)OCC,False,ether,,
859,CCOC(=O)c1ccccc1,False,aromatic_ring,ester,
860,CCOC(=O)c1ccccc1O,False,aromatic_ring,ester,
861,CCOC(C)(C)C,False,ether,,
862,CCOC(C)=O,False,ester,,
863,CCOCCO,False,alcohol_1,,
864,CCOCCOCC,False,ether,,
865,CCOCCOCCOCC,False,ether,,
866,CCOCCOCCOCCO,False,alcohol_1,,
867,CCOP(OCC)OCC,False,organophosphate,,
868,CCOc1ccccc1,False,aromatic_ring,ether,
869,CC[N+](=O)[O-],False,nitro,,
870,CCc1ccccc1,False,aromatic_ring,,
871,CCn1ccnc1,False,tertiary_amine,,
872,CN(C)C=O,False,amide,,
873,CN(C)CCCN,False,primary_amine,,
875,CN(C)CCCO,False,tertiary_amine,,
876,CN(C)CCN,False,primary_amine,,
877,CN(C)CCN(C)C,False,tertiary_amine,,
878,CN(C)CCO,False,tertiary_amine,,
879,CN(C)c1ccccc1,False,tertiary_amine,,
880,CN(CCO)CCO,False,tertiary_amine,,
881,CN(c1ccccc1)c1ccccc1,False,tertiary_amine,,
882,CN1CCCC1=O,False,amide,,
883,CN1CCCN(C)C1=O,False,amide,,
884,CN1CCC[C@H]1c1cccnc1,False,tertiary_amine,N-aromatic heterocycle,
885,CN1CCNCC1,False,secondary_amine,,
886,CN1CCOCC1,False,tertiary_amine,,
887,CNC=O,False,amide,,
888,CNCCO,False,secondary_amine,alcohol,
889,CNc1ccccc1,False,secondary_amine,,
890,CO,False,alcohol_1,,
891,COC(=O)CC(=O)OC,False,ester,,
892,COC(=O)CC(C)=O,False,ketone,,
893,COC(=O)CCCCl,False,ester,alkyl halide,
894,COC(=O)OC,False,ether,,
895,COC(=O)c1ccccc1,False,aromatic_ring,ester,
896,COC(=O)c1ccccc1O,False,aromatic_ring,ester,alcohol
897,COC(C)(C)C,False,ether,,
898,COC(C)=O,False,ester,,
899,COC=O,False,ether,,
900,COCC(C)O,False,alcohol_1,,
901,COCCO,False,alcohol_1,,
902,COCCOC,False,ether,,
903,COCCOCCO,False,alcohol_1,,
904,COCCOCCOCCO,False,alcohol_1,,
905,COCCOCCOCCOC,False,ether,,
906,COCCOCCOCCOCCOC,False,ether,,
907,COCOC,False,ether,,
908,COCOCOCOC,False,ether,,
909,COc1ccc(C=O)cc1,False,aldehyde,,
910,COc1ccccc1,False,aromatic_ring,ether,
911,COc1ccccc1N,False,primary_amine,,
912,COc1ccccc1O,False,aromatic_ring,ether,alcohol
914,CS(C)=O,False,sulfoxide,,
915,C[C@@H]1CCCC[C@H]1O,False,cyclic alkane,alcohol,
916,C[N+](=O)[O-],False,nitro,,
917,C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,False,organosiloxane,,
918,Cc1cc(C)cc(C)c1,False,aromatic,,
919,Cc1ccc(C(C)C)cc1,False,aromatic,,
920,Cc1ccc(C)cc1,False,aromatic,,
921,Cc1ccc(Cl)cc1,False,aromatic_halide,,
922,Cc1ccc(N)cc1,False,primary_amine,,
923,Cc1cccc(C)c1,False,aromatic,,
924,Cc1cccc(C)n1,False,N-aromatic heterocycle,,
925,Cc1cccc(Cl)c1,False,aromatic_halide,,
926,Cc1cccc(N)c1,False,primary_amine,,
927,Cc1cccc(O)c1,False,aromatic,,
928,Cc1ccccc1,False,aromatic_ring,,
929,Cc1ccccc1N,False,primary_amine,,
930,Cc1cccnc1,False,N-aromatic heterocycle,,
931,Cc1ccnc(C)c1,False,N-aromatic heterocycle,,
932,Cc1ccncc1,False,N-aromatic heterocycle,,
933,ClC(Cl)(Cl)Cl,False,alkyl_halide,,
934,ClC(Cl)=C(Cl)Cl,False,alkenyl halide,,
935,ClC(Cl)C(Cl)Cl,False,alkyl_halide,,
936,ClC(Cl)Cl,False,alkyl_halide,,
937,ClC=C(Cl)Cl,False,alkenyl halide,,
938,ClCCCl,False,alkyl_halide,,
939,ClCCl,False,alkyl_halide,,
940,ClCc1ccccc1,False,aromatic_ring,aromatic halide,
941,Cl[As](Cl)Cl,True,,,
942,Clc1ccc(Cl)c(Cl)c1,False,aromatic_halide,,
943,Clc1cccc(Cl)c1,False,aromatic_halide,,
944,Clc1ccccc1,False,aromatic_ring,aromatic halide,
945,Clc1ccccc1Cl,False,aromatic_ring,aromatic halide,
946,Cn1ccnc1,False,N-aromatic heterocycle,,
947,FCC(F)(F)F,False,alkyl_halide,,
948,Ic1ccccc1,False,aromatic_ring,aromatic halide,
949,N,False,primary_amine,,
950,NC=O,False,amide,,
951,NCCCN,False,primary_amine,,
952,NCCN,False,primary_amine,,
953,NCCN1CCNCC1,False,primary_amine,,
